YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2020,1,GA,Total Electric Power Industry,Natural Gas,"4,696,676"
2020,1,GA,Total Electric Power Industry,Nuclear,"3,011,257"
2020,1,GA,Total Electric Power Industry,Other,"8,432"
2020,1,GA,Total Electric Power Industry,Petroleum,"19,474"
2020,1,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"182,129"
2020,1,GA,Total Electric Power Industry,Other Biomass,"28,924"
2020,1,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,"463,519"
2020,1,GA,"Combined Heat and Power, Industrial Power",Total,"456,666"
2020,1,GA,"Combined Heat and Power, Industrial Power",Coal,"15,480"
2020,1,GA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"1,617"
2020,1,GA,"Combined Heat and Power, Industrial Power",Natural Gas,"54,660"
2020,1,GA,"Combined Heat and Power, Industrial Power",Other,"8,432"
2020,1,GA,"Combined Heat and Power, Industrial Power",Petroleum,"21,054"
2020,1,GA,"Combined Heat and Power, Industrial Power",Other Biomass,"3,251"
2020,1,GA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"352,171"
2020,1,GA,"Combined Heat and Power, Commercial Power",Total,309
2020,1,GA,"Combined Heat and Power, Commercial Power",Natural Gas,11
2020,1,GA,"Combined Heat and Power, Commercial Power",Petroleum,114
2020,1,GA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,184
2020,1,GA,"Combined Heat and Power, Commercial Power",Other Biomass,0
2020,1,GA,"Combined Heat and Power, Electric Power",Total,"41,921"
2020,1,GA,"Combined Heat and Power, Electric Power",Natural Gas,"5,080"
2020,1,GA,"Combined Heat and Power, Electric Power",Petroleum,0
2020,1,GA,"Combined Heat and Power, Electric Power",Other Biomass,641
2020,1,GA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"36,199"
2020,1,GA,"Electric Generators, Independent Power Producers",Total,"1,159,606"
2020,1,GA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,982"
2020,1,GA,"Electric Generators, Independent Power Producers",Natural Gas,"894,418"
2020,1,GA,"Electric Generators, Independent Power Producers",Petroleum,117
2020,1,GA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"162,910"
2020,1,GA,"Electric Generators, Independent Power Producers",Other Biomass,"25,031"
2020,1,GA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"75,149"
2020,1,GA,"Electric Generators, Electric Utilities",Total,"7,585,833"
2020,1,GA,"Electric Generators, Electric Utilities",Coal,"462,027"
2020,1,GA,"Electric Generators, Electric Utilities",Pumped Storage,"-27,428"
2020,1,GA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"380,247"
2020,1,GA,"Electric Generators, Electric Utilities",Natural Gas,"3,742,506"
2020,1,GA,"Electric Generators, Electric Utilities",Nuclear,"3,011,257"
2020,1,GA,"Electric Generators, Electric Utilities",Other,0
2020,1,GA,"Electric Generators, Electric Utilities",Petroleum,"-1,811"
2020,1,GA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"19,035"
2020,1,HI,Total Electric Power Industry,Total,"813,234"
2020,1,HI,Total Electric Power Industry,Coal,"78,808"
2020,1,HI,Total Electric Power Industry,Geothermal,"14,632"
2020,1,HI,Total Electric Power Industry,Hydroelectric Conventional,"10,403"
2020,1,HI,Total Electric Power Industry,Other Gases,741
2020,1,HI,Total Electric Power Industry,Other,"35,235"
2020,1,HI,Total Electric Power Industry,Petroleum,"574,319"
2020,1,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"27,362"
2020,1,HI,Total Electric Power Industry,Other Biomass,"22,742"
2020,1,HI,Total Electric Power Industry,Wind,"48,992"
2020,1,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,1,HI,"Combined Heat and Power, Industrial Power",Total,"23,707"
2020,1,HI,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"5,441"
2020,1,HI,"Combined Heat and Power, Industrial Power",Other Gases,741
2020,1,HI,"Combined Heat and Power, Industrial Power",Petroleum,"17,525"
2020,1,HI,"Combined Heat and Power, Commercial Power",Total,"35,476"
2020,1,HI,"Combined Heat and Power, Commercial Power",Other,"19,060"
2020,1,HI,"Combined Heat and Power, Commercial Power",Petroleum,821
2020,1,HI,"Combined Heat and Power, Commercial Power",Other Biomass,"15,595"
2020,1,HI,"Combined Heat and Power, Electric Power",Total,"127,154"
2020,1,HI,"Combined Heat and Power, Electric Power",Coal,"78,808"
2020,1,HI,"Combined Heat and Power, Electric Power",Other,0
2020,1,HI,"Combined Heat and Power, Electric Power",Petroleum,"48,346"
2020,1,HI,"Combined Heat and Power, Electric Power",Other Biomass,0
2020,1,HI,"Electric Generators, Independent Power Producers",Total,"117,386"
2020,1,HI,"Electric Generators, Independent Power Producers",Geothermal,"14,632"
2020,1,HI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"3,780"
2020,1,HI,"Electric Generators, Independent Power Producers",Other,-54
2020,1,HI,"Electric Generators, Independent Power Producers",Petroleum,"23,043"
2020,1,HI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"22,018"
2020,1,HI,"Electric Generators, Independent Power Producers",Other Biomass,"4,974"
2020,1,HI,"Electric Generators, Independent Power Producers",Wind,"48,992"
2020,1,HI,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0
2020,1,HI,"Electric Generators, Electric Utilities",Total,"509,511"
2020,1,HI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,182"
2020,1,HI,"Electric Generators, Electric Utilities",Other,"16,229"
2020,1,HI,"Electric Generators, Electric Utilities",Petroleum,"484,584"
2020,1,HI,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"5,344"
2020,1,HI,"Electric Generators, Electric Utilities",Other Biomass,"2,173"
2020,1,IA,Total Electric Power Industry,Total,"5,201,946"
2020,1,IA,Total Electric Power Industry,Coal,"1,437,184"
2020,1,IA,Total Electric Power Industry,Hydroelectric Conventional,"80,095"
2020,1,IA,Total Electric Power Industry,Natural Gas,"604,315"
2020,1,IA,Total Electric Power Industry,Nuclear,"456,363"
2020,1,IA,Total Electric Power Industry,Other,0
2020,1,IA,Total Electric Power Industry,Petroleum,"14,860"
2020,1,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,327"
2020,1,IA,Total Electric Power Industry,Other Biomass,"16,563"
2020,1,IA,Total Electric Power Industry,Wind,"2,590,184"
2020,1,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,056"
2020,1,IA,"Combined Heat and Power, Industrial Power",Total,"179,213"
2020,1,IA,"Combined Heat and Power, Industrial Power",Coal,"125,602"
2020,1,IA,"Combined Heat and Power, Industrial Power",Natural Gas,"41,985"
2020,1,IA,"Combined Heat and Power, Industrial Power",Other,0
2020,1,IA,"Combined Heat and Power, Industrial Power",Petroleum,"7,034"
2020,1,IA,"Combined Heat and Power, Industrial Power",Other Biomass,"4,592"
2020,1,IA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2020,1,IA,"Combined Heat and Power, Commercial Power",Total,"20,820"
2020,1,IA,"Combined Heat and Power, Commercial Power",Coal,"5,694"
2020,1,IA,"Combined Heat and Power, Commercial Power",Natural Gas,"9,999"
2020,1,IA,"Combined Heat and Power, Commercial Power",Petroleum,"1,584"
2020,1,IA,"Combined Heat and Power, Commercial Power",Other Biomass,"2,110"
2020,1,IA,"Combined Heat and Power, Commercial Power",Wind,377
2020,1,IA,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"1,056"
2020,1,IA,"Combined Heat and Power, Electric Power",Total,0
2020,1,IA,"Combined Heat and Power, Electric Power",Other Biomass,0
2020,1,IA,"Electric Generators, Independent Power Producers",Total,"1,244,743"
2020,1,IA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,647
2020,1,IA,"Electric Generators, Independent Power Producers",Natural Gas,2
2020,1,IA,"Electric Generators, Independent Power Producers",Nuclear,"456,363"
2020,1,IA,"Electric Generators, Independent Power Producers",Petroleum,227
2020,1,IA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,824
2020,1,IA,"Electric Generators, Independent Power Producers",Other Biomass,"8,963"
2020,1,IA,"Electric Generators, Independent Power Producers",Wind,"777,718"
2020,1,IA,"Electric Generators, Electric Utilities",Total,"3,757,170"
2020,1,IA,"Electric Generators, Electric Utilities",Coal,"1,305,889"
2020,1,IA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"79,448"
2020,1,IA,"Electric Generators, Electric Utilities",Natural Gas,"552,328"
2020,1,IA,"Electric Generators, Electric Utilities",Other,0
2020,1,IA,"Electric Generators, Electric Utilities",Petroleum,"6,015"
2020,1,IA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,503
2020,1,IA,"Electric Generators, Electric Utilities",Other Biomass,898
2020,1,IA,"Electric Generators, Electric Utilities",Wind,"1,812,089"
2020,1,IA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2020,1,ID,Total Electric Power Industry,Total,"1,792,679"
2020,1,ID,Total Electric Power Industry,Coal,"1,867"
2020,1,ID,Total Electric Power Industry,Geothermal,"7,303"
2020,1,ID,Total Electric Power Industry,Hydroelectric Conventional,"997,680"
2020,1,ID,Total Electric Power Industry,Natural Gas,"473,053"
2020,1,ID,Total Electric Power Industry,Other,"6,446"
2020,1,ID,Total Electric Power Industry,Petroleum,0
2020,1,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,"20,385"
2020,1,ID,Total Electric Power Industry,Other Biomass,"7,742"
2020,1,ID,Total Electric Power Industry,Wind,"244,089"
2020,1,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,"34,115"
2020,1,ID,"Combined Heat and Power, Industrial Power",Total,"53,794"
2020,1,ID,"Combined Heat and Power, Industrial Power",Coal,"1,867"
2020,1,ID,"Combined Heat and Power, Industrial Power",Natural Gas,"14,841"
2020,1,ID,"Combined Heat and Power, Industrial Power",Other,"6,446"
2020,1,ID,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,1,ID,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,246
2020,1,ID,"Combined Heat and Power, Industrial Power",Other Biomass,966
2020,1,ID,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"29,428"
2020,1,ID,"Combined Heat and Power, Commercial Power",Total,"5,076"
2020,1,ID,"Combined Heat and Power, Commercial Power",Natural Gas,"3,601"
2020,1,ID,"Combined Heat and Power, Commercial Power",Petroleum,0
2020,1,ID,"Combined Heat and Power, Commercial Power",Other Biomass,"1,475"
2020,1,ID,"Combined Heat and Power, Electric Power",Total,"6,602"
2020,1,ID,"Combined Heat and Power, Electric Power",Other Biomass,"1,915"
2020,1,ID,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"4,687"
2020,1,ID,"Electric Generators, Independent Power Producers",Total,"510,849"
2020,1,ID,"Electric Generators, Independent Power Producers",Geothermal,"7,303"
2020,1,ID,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"77,729"
2020,1,ID,"Electric Generators, Independent Power Producers",Natural Gas,"174,839"
2020,1,ID,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"20,138"
2020,1,ID,"Electric Generators, Independent Power Producers",Other Biomass,"2,037"
2020,1,ID,"Electric Generators, Independent Power Producers",Wind,"228,803"
2020,1,ID,"Electric Generators, Electric Utilities",Total,"1,216,358"
2020,1,ID,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"919,950"
2020,1,ID,"Electric Generators, Electric Utilities",Natural Gas,"279,773"
2020,1,ID,"Electric Generators, Electric Utilities",Petroleum,0
2020,1,ID,"Electric Generators, Electric Utilities",Other Biomass,"1,349"
2020,1,ID,"Electric Generators, Electric Utilities",Wind,"15,286"
2020,1,IL,Total Electric Power Industry,Total,"14,841,159"
2020,1,IL,Total Electric Power Industry,Coal,"2,614,901"
2020,1,IL,Total Electric Power Industry,Hydroelectric Conventional,"12,027"
2020,1,IL,Total Electric Power Industry,Natural Gas,"1,975,311"
2020,1,IL,Total Electric Power Industry,Nuclear,"8,734,641"
2020,1,IL,Total Electric Power Industry,Other Gases,"15,121"
2020,1,IL,Total Electric Power Industry,Other,"20,907"
2020,1,IL,Total Electric Power Industry,Petroleum,"2,879"
2020,1,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,"2,808"
2020,1,IL,Total Electric Power Industry,Other Biomass,"40,082"
2020,1,IL,Total Electric Power Industry,Wind,"1,422,483"
2020,1,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,1,IL,"Combined Heat and Power, Industrial Power",Total,"219,183"
2020,1,IL,"Combined Heat and Power, Industrial Power",Coal,"137,877"
2020,1,IL,"Combined Heat and Power, Industrial Power",Natural Gas,"43,453"
2020,1,IL,"Combined Heat and Power, Industrial Power",Other Gases,"15,121"
2020,1,IL,"Combined Heat and Power, Industrial Power",Other,"22,732"
2020,1,IL,"Combined Heat and Power, Industrial Power",Petroleum,0
2020,1,IL,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2020,1,IL,"Combined Heat and Power, Commercial Power",Total,"33,349"
2020,1,IL,"Combined Heat and Power, Commercial Power",Coal,662
2020,1,IL,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,0
2020,1,IL,"Combined Heat and Power, Commercial Power",Natural Gas,"32,053"
2020,1,IL,"Combined Heat and Power, Commercial Power",Petroleum,15
2020,1,IL,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,175
2020,1,IL,"Combined Heat and Power, Commercial Power",Other Biomass,0
2020,1,IL,"Combined Heat and Power, Commercial Power",Wind,445
2020,1,IL,"Combined Heat and Power, Electric Power",Total,"55,900"
2020,1,IL,"Combined Heat and Power, Electric Power",Natural Gas,"55,238"
2020,1,IL,"Combined Heat and Power, Electric Power",Other Gases,0
2020,1,IL,"Combined Heat and Power, Electric Power",Other Biomass,662
2020,1,IL,"Electric Generators, Independent Power Producers",Total,"14,002,527"
2020,1,IL,"Electric Generators, Independent Power Producers",Coal,"2,225,781"
2020,1,IL,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"8,525"
2020,1,IL,"Electric Generators, Independent Power Producers",Natural Gas,"1,582,207"
2020,1,IL,"Electric Generators, Independent Power Producers",Nuclear,"8,734,641"
2020,1,IL,"Electric Generators, Independent Power Producers",Other,"-1,825"
2020,1,IL,"Electric Generators, Independent Power Producers",Petroleum,"2,168"
2020,1,IL,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"2,529"
2020,1,IL,"Electric Generators, Independent Power Producers",Other Biomass,"27,599"
2020,1,IL,"Electric Generators, Independent Power Producers",Wind,"1,420,901"
2020,1,IL,"Electric Generators, Electric Utilities",Total,"530,201"
2020,1,IL,"Electric Generators, Electric Utilities",Coal,"250,582"
2020,1,IL,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"3,502"
2020,1,IL,"Electric Generators, Electric Utilities",Natural Gas,"262,360"
2020,1,IL,"Electric Generators, Electric Utilities",Other,0
2020,1,IL,"Electric Generators, Electric Utilities",Petroleum,696
2020,1,IL,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,104
2020,1,IL,"Electric Generators, Electric Utilities",Other Biomass,"11,821"
2020,1,IL,"Electric Generators, Electric Utilities",Wind,"1,137"
2020,1,IN,Total Electric Power Industry,Total,"7,595,642"
2020,1,IN,Total Electric Power Industry,Coal,"3,663,445"
2020,1,IN,Total Electric Power Industry,Hydroelectric Conventional,"24,470"
2020,1,IN,Total Electric Power Industry,Natural Gas,"3,005,058"
2020,1,IN,Total Electric Power Industry,Other Gases,"189,843"
2020,1,IN,Total Electric Power Industry,Other,"35,624"
2020,1,IN,Total Electric Power Industry,Petroleum,"12,173"
2020,1,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"21,295"
2020,1,IN,Total Electric Power Industry,Other Biomass,"40,127"
2020,1,IN,Total Electric Power Industry,Wind,"603,606"
2020,1,IN,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2020,1,IN,"Combined Heat and Power, Industrial Power",Total,"413,720"
2020,1,IN,"Combined Heat and Power, Industrial Power",Coal,0
2020,1,IN,"Combined Heat and Power, Industrial Power",Natural Gas,"185,001"
